cluster,observer_path,observer_label_values,observer_type,observer_value_class,observer_sample,observer_n_files,viewpoint_path,viewpoint_short_label,viewpoint_long_label,viewpoint_type,viewpoint_value_class,viewpoint_sample,viewpoint_n_files,notes
fetus_core,fetuses[].fetus.multi_fetus_position_anterior_posterior,,str,coded_text,Unspecified,5/5,,,,,,,,
fetus_core,fetuses[].fetus.multi_fetus_position_left_right,,str,coded_text,Unspecified,5/5,,,,,,,,
fetus_core,fetuses[].fetus.multi_fetus_position_supine,,str,coded_text,Unspecified,5/5,,,,,,,,
fetus_core,fetuses[].fetus.use_early_anatomy_text,,int,integer,0,5/5,,,,,,,,
fetus_core,fetuses[].impression.fetus_anomalies[].abnom_or_nrml_var,,int,integer,2,5/5,,,,,,,,
fetus_core,fetuses[].impression.fetus_anomalies[].descr,,str,coded_text,Dandy Walker|Renal agenesis|Omphalocele|Acrania|Hypoplastic left ventricle,5/5,,,,,,,,
fetus_core,fetuses[].impression.fetus_anomalies[].fh_rec_no,,int,integer,451676|452064|452450|452836|453216,5/5,,,,,,,,
fetus_core,fetuses[].nst.decels_late,,int,integer,0,5/5,,,,,,,,
fetus_core,fetuses[].nst.decels_pro,,int,integer,0,5/5,,,,,,,,
fetus_core,fetuses[].nst.decels_var,,int,integer,0,5/5,,,,,,,,
fetus_core,fetuses[].nst.reactive,,int,integer,0,5/5,,,,,,,,
fetus_core,fetuses[].nst.spont_hyperstim,,int,integer,0,5/5,,,,,,,,
fetus_core,fetuses[].nst.time_end,,str,empty,,5/5,,,,,,,,
fetus_core,fetuses[].nst.time_start,,str,empty,,5/5,,,,,,,,
fetus_core,,,,,,,OBX Fetus.Identifier,Fetus Identifier,Fetus Identifier,str (ST),coded_text,A,7/7,
fetus_core,,,,,,,OBX Fetus.Movements,Fetal movements,Movements,str (ST),coded_text,movement and tone,6/7,
fetus_core,,,,,,,OBX Fetus.Presentation,Presentation,Presentation,str (ST),coded_text,transverse |cephalic|oblique superior|transverse,6/7,
indication_impression,exam.examIcd10Indication[].code,,str,coded_text,Z36.1|O09.529|O09.519,5/5,OBX CodingDiagnosis.Code,Code,Diagnosis code,str (ST),coded_text,Z3A.24|O76|O35.9XX0|Z3A.19|Z3A.13|Z36.82|O35.BXX0|Z3A.32|O35.EXX0|Z3A.28|...,7/7,
indication_impression,exam.examIcd10Indication[].description,,str,coded_text,"Encounter for antenatal screening for raised alphafetoprotein level|Supervision of elderly multigravida, unspecified trimester|Supervision of elderly primigravida, unspecified trimester",5/5,OBX CodingDiagnosis.Description,Description,Diagnosis description,str (ST),coded_text|free_text,"Weeks of gestation|Abnormality in fetal heart rate and rhythm complicating labor and delivery|Maternal care for (suspected) fetal abnormality and damage, unspecified|Encounter for Nuchal Translucency Screening|Maternal care for other (suspected) fetal abnormality and damage, fetal cardiac anomalies|UTD (pyelectasis) found|Maternal care for known or suspected placental insufficiency",7/7,
indication_impression,,,,,,,OBX Coding.AutoAcceptanceAlreadyPerformed,Auto acceptance,Auto acceptance already performed,str (ST),coded_text,true,7/7,
indication_impression,,,,,,,OBX CodingProcedure.Code,Code,Procedure code,str (ST),integer,76816|76825|76827|93325|76811|76801|76813|76820,7/7,
indication_impression,,,,,,,OBX CodingProcedure.Description,Description,Procedure description,str (ST),coded_text|free_text,"Ultrasound, pregnant uterus, real time with image documentation, follow up, transabdominal approach per fetus|Echocardiography, fetal, cardiovascular system, real time with image documentation (2D), with or without M-mode recording|Doppler echocardiography, pulsed wave and/or continuous wave with spectral display; complete|Doppler echocardiography color flow velocity mapping|Ultrasound, pregnant uterus, real time with image documentation, fetal and maternal evaluation plus detailed fetal anatomic examination, transabdominal approach;single or first gestation|Ultrasound, pregnant uterus, real time with image documentation, fetal and maternal evaluation, first trimester (< 14 weeks 0 days), transabdominal approach; single or first gestation|Ultrasound, pregnant uterus, real time with image documentation, first trimester fetal nuchal translucency measurement, transabdominal or transvaginal approach; single or first gestation|Doppler velocimetry, fetal; umbilical artery",7/7,
indication_impression,,,,,,,OBX ExamAddData.ExamImpression,Impression,Impression,str (ST),free_text,"The patient is referred for a fetal echocardiogram with multiple anomalies noted.. \.br\\.br\The fetal biometry is consistent with gestational dating derived from her menstrual history. The estimated fetal weight is 652 g at the 42%. Fetal movement and tone are observed. Oligohydramnios is noted with a single deepest pocket of 1.6 cm. \.br\\.br\Multiple anomalies are noted including""\.br\-Abnormal head shape (brachycephaly)\.br\-Bilateral ventriculomegaly\.br\-Major CHD consistent with AVSD and pulmonary stenosis.\.br\\.br\The patient is informed of the findings. She is counseled about the limitations of the exam in detecting all forms of fetal congenital abnormalities. |The patient is referred for a detailed morphology ultrasound for the detection of fetal anomalies. \.br\\.br\The fetal biometry is consistent with gestational dating derived from her menstrual history. Fetal movement and tone are observed. The amniotic fluid volume appears normal with a single deepest pocket of 2 cm. \.br\\.br\Multiple anomalies are noted including""\.br\-Abnormal head shape (brachycephaly)\.br\-Bilateral ventriculomegaly\.br\-Thickened nuchal fold\.br\-Major CHD consistent with AVSD.\.br\\.br\The patient is informed of the findings. She is counseled about the limitations of the exam in detecting all forms of fetal congenital abnormalities. |This patient is referred for a detailed first trimester ultrasound for the early detection of fetal anomalies including the nuchal translucency measurement.\.br\ \.br\Transabdominal  images reveal a single intrauterine gestation with positive cardiac activity noted. Fetal crown rump length measurements are consistent with gestational dating derived from today's scan. Fetal movement is noted. The fetal anatomy appears normal for this gestational age; please see comments above for full details. \.br\\.br\A cystic hygroma is noted. The nuchal translucency measures 4 mm at the >99%.\.br\ \.br\The patient is informed of the findings. She is counseled about the limitations of the exam in detecting all forms of fetal congenital abnormalities. |This patient is referred for a fetal echocardiogram with suspected cardiac anomaly.\.br\\.br\The fetal biometry is consistent with gestational dating derived from her stated EDD. The estimated fetal weight is 679 g at the 54%. The amniotic fluid volume appears normal with a single deepest pocket of 5.4 cm. The fetal anatomy appears normal. \.br\\.br\A 2-vessel umbilical cord is noted.\.br\\.br\Detailed evaluation of fetal cardiac structure and function reveals a major CHD consistent with Ebstein's anomaly; please see comments above for full details.\.br\\.br\The patient is informed of the findings. She is counseled about the limitations of the ultrasound exam in detecting all forms of fetal congenital cardiac abnormalities. |This patient is referred for interval fetal growth with UTD noted on an outside scan.\.br\\.br\The fetal biometry is consistent with gestational dating derived from her stated EDD. The estimated fetal weight is 1942 g, at the 36%. Fetal movement and tone are observed. The amniotic fluid volume appears normal with a single deepest pocket of 4.6 cm. \.br\\.br\Urinary tract dilation (UTD A2-3) is noted in the right kidney measuring 11.2 mm and in the left kidney measuring 13.4 mm. The renal parenchyma appears normal in size and echogenicity. Normal bladder filling is noted without evidence of ureterocele or ureter dilation. UTD occurs in 1% to 2% of pregnancies and is most commonly a transient finding that is a normal variant. UTD may indicate renal or urinary tract pathology and may also be a marker of Trisomy 21. The association between Trisomy 21 and UTD has been well described in several series, and the finding of UTD confers a positive LR of 1.5, suggesting a minimal risk. For pregnant patients with negative serum or cfDNA screening results and isolated UTD, we recommend no further aneuploidy evaluation. For fetuses with isolated UTD A1, we recommend an ultrasound examination at about 32 weeks of gestation and pediatric urology consultation. For fetuses with UTD A2-3, we recommend ultrasound assessment every 4-6 weeks and pediatric urology. \.br\\.br\The patient is informed of the findings. She is counseled about the limitations of the ultrasound exam in detecting all forms of fetal congenital cardiac abnormalities. |This patient is referred for interval fetal growth with FGR.\.br\\.br\The fetal biometry is consistent with gestational dating derived from her stated EDD. The estimated fetal weight is 918 g, at the 3%. Fetal movement and tone are observed. The amniotic fluid volume appears normal with a single deepest pocket of 3.4 cm. \.br\\.br\Doppler velocimetry evaluation of the umbilical artery is within normal limits for this gestational age. \.br\\.br\The patient is informed of the findings. She is counseled about the limitations of the ultrasound exam in detecting all forms of fetal congenital cardiac abnormalities. |The patient is referred for a detailed morphology ultrasound for the detection of fetal anomalies. \.br\\.br\The fetal biometry is consistent with gestational dating derived from her menstrual history. Fetal movement and tone are observed. The amniotic fluid volume appears normal with a single deepest pocket of 4.3 cm. \.br\\.br\Today's findings include:\.br\- Abnormal skull shape (cloverleaf)\.br\- Right lateral ventriculomegaly\.br\- Hypoplasia of the cerebellum\.br\\.br\The patient is informed of the findings. She is counseled about the limitations of the exam in detecting all forms of fetal congenital abnormalities. ",7/7,
indication_impression,,,,,,,OBX ExamAddData.ExamRecommendation,Follow-up,Recommendation/follow-up,str (ST),coded_text,We recommend a follow up scan only as clinically indicated. |A fetal echocardiogram is scheduled in 4 weeks.|A morphology scan is scheduled|We recommend a follow-up scan only as clinically indicated.,7/7,
indication_impression,,,,,,,OBX ExamCodingIndication.Indication,Indication,Indication,str (ST),coded_text,"Known or suspected fetal anomaly|Fetal Distress, Known or Suspected|Encounter for Nuchal Translucency Screening|Known fetal cardiac abnormality|UTD (pyelectasis) found|Fetal Growth Restriction",7/7,
dating,exam.age_at_menopause,,int,integer,0,5/5,,,,,,,,
dating,exam.ga_by_dates,,int,integer,0,5/5,,,,,,,,
dating,exam.ga_by_working_edd,,float|int,decimal|integer,26.6|23.6|35.7|11|28,5/5,,,,,,,,
dating,exam.lmp,,str,date,0001-01-01,5/5,,,,,,,,
dating,exam.pt_age_at_edd,,int,integer,45|44|43|42|41,5/5,,,,,,,,
dating,,,,,,,OBX AntenatalBookingHistory.EDDAgreed,Assigned EDD,Assigned estimated date of delivery,str (DT),date,20260113|20251030|20250901|20251001|20251101,7/7,
dating,,,,,,,OBX EpisodeHistory.AgreedDatingString,Assigned,Assigned dating,str (ST),coded_text,"based on ultrasound (CRL), selected on 07/10/2025|based on stated EDD, selected on 07/10/2025",7/7,
dating,,,,,,,OBX EpisodeHistory.DefaultLengthofPregnancy,Pregnancy length,Pregnancy length,int (NM),integer,280,7/7,
dating,,,,,,,OBX EpisodeHistory.EDDAgreed,Assigned EDD,Assigned estimated date of delivery,str (DT),date,20260113|20251030|20250901|20251001|20251101,7/7,
dating,,,,,,,OBX EpisodeHistory.EDDbyStatedDating,EDD by prior assessment,Estimated date of delivery by prior assessment,str (DT),date,20251030|20250901|20251001|20251101,4/7,
dating,,,,,,,OBX ExamOBDating.DateOfUltrasoundExamination,Ultrasound examination on,Date of Ultrasound examination,str (DT),date,20250923|20250820|20250710,7/7,
dating,,,,,,,OBX ExamOBDating.EDDCurrentUltrasoundFetus1,EDD by U/S,Estimated date of delivery by current Ultrasound (Fetus 1),str (DT),date,20260107|20260117|20260113|20251024|20250904|20251013|20251106,7/7,
dating,,,,,,,OBX ExamOBDating.GestationalAgeDaysAgreed,Assigned GA (weeks days),Assigned gestational age (weeks days),int (NM),weeks_days,168 (24w 0d)|134 (19w 1d)|93 (13w 2d)|227 (32w 3d)|197 (28w 1d)|166 (23w 5d),7/7,
dating,,,,,,,OBX ExamOBDating.GestationalAgeDaysStatedDating,GA by prior assessment,Gestational age (days) by prior assessment,int (NM),weeks_days,168 (24w 0d)|227 (32w 3d)|197 (28w 1d)|166 (23w 5d),4/7,
dating,,,,,,,OBX ExamOBDating.GestationalAgeDaysUltrasoundFetus1,GA by U/S,Gestational age (days) by Ultrasound of fetus 1,int (NM),weeks_days,174 (24w 6d)|130 (18w 4d)|93 (13w 2d)|224 (32w 0d)|185 (26w 3d)|161 (23w 0d),7/7,
dating,,,,,,,OBX ExamOBDating.MethodOfDating,Method of dating,Selected method of dating,str (ST),coded_text,based on ultrasound|based on stated EDD,5/7,
dating,,,,,,,OBX ExamOBDating.MethodOfDatingUSIncludedParameterFetus1,GA by U/S based upon,Gestational age by ultrasound based upon parameters (Fetus 1),str (ST),coded_text,"AC, BPD, Femur, HC|AC, BPD, Femur|CRL",7/7,
maternal_subject,exam.ob_gyn_history.ect_preg_num_left,,int,integer,0,5/5,,,,,,,,
maternal_subject,exam.ob_gyn_history.ect_preg_num_other,,int,integer,0,5/5,,,,,,,,
maternal_subject,exam.ob_gyn_history.ect_preg_num_right,,int,integer,0,5/5,,,,,,,,
maternal_subject,exam.ob_gyn_history.f_term,,int,integer,0,5/5,,,,,,,,
maternal_subject,exam.ob_gyn_history.gravida,,int,integer,0,5/5,OBX PatientAnamnesticData.Gravida,Gravida,Gravida,int (NM),integer,1,7/7,
maternal_subject,exam.ob_gyn_history.liv_children,,int,integer,0,5/5,,,,,,,,
maternal_subject,exam.ob_gyn_history.p_term,,int,integer,0,5/5,,,,,,,,
maternal_subject,exam.ob_gyn_history.para,,int,integer,0,5/5,OBX PatientAnamnesticData.Para,Para,Para,int (NM),integer,0,7/7,
maternal_subject,exam.ob_gyn_history.s_abort,,int,integer,0,5/5,,,,,,,,
maternal_subject,exam.ob_gyn_history.stl_born,,int,integer,0,5/5,,,,,,,,
maternal_subject,exam.ob_gyn_history.t_abort,,int,integer,0,5/5,,,,,,,,
maternal_subject,exam.patient.b_date,,str,date,1980-04-01|1981-05-02|1982-06-03|1983-07-04|1984-08-05,5/5,,,,,,,,
maternal_subject,exam.patient.first_name,,str,coded_text,Sally,5/5,OBX PatientHistory.FirstName,First name,First name,str (ST),coded_text,Test5|Test4|Test3|Test2|Test1,7/7,
maternal_subject,exam.patient.last_name,,str,coded_text,Apple|Blue|Charm|Diva|Eclair,5/5,OBX PatientHistory.Name,Last name,Last name,str (ST),coded_text,Phenotype,7/7,
maternal_subject,exam.pt_age_at_exam,,int,integer,45|44|43|41|40,5/5,,,,,,,,
maternal_subject,hist_phys_vitals.surgeries,,null,empty,,5/5,,,,,,,,
maternal_subject,hist_phys_vitals.vital_signs.bmi,,float|int,decimal|integer,0|25|29.3,5/5,,,,,,,,
maternal_subject,hist_phys_vitals.vital_signs.height_feet,,int,integer,0|5,5/5,,,,,,,,
maternal_subject,hist_phys_vitals.vital_signs.height_inches,,int,integer,0|5|7,5/5,,,,,,,,
maternal_subject,hist_phys_vitals.vital_signs.initial_blood_pressure_dia,,int,integer,0,5/5,,,,,,,,
maternal_subject,hist_phys_vitals.vital_signs.initial_blood_pressure_sys,,int,integer,0,5/5,,,,,,,,
maternal_subject,hist_phys_vitals.vital_signs.initial_plood_uressurelse,,int,integer,0,5/5,,,,,,,,
maternal_subject,hist_phys_vitals.vital_signs.later_bp_dia,,int,integer,0,5/5,,,,,,,,
maternal_subject,hist_phys_vitals.vital_signs.later_bp_sys,,int,integer,0,5/5,,,,,,,,
maternal_subject,hist_phys_vitals.vital_signs.later_pulse,,int,integer,0,5/5,,,,,,,,
maternal_subject,hist_phys_vitals.vital_signs.time_vitals_rec_init,,str,empty,,5/5,,,,,,,,
maternal_subject,hist_phys_vitals.vital_signs.weight_lb,,int,integer,0|150|187,5/5,,,,,,,,
maternal_subject,,,,,,,OBX MaternalScreeningTests.Print,Print,Print,str (ST),coded_text,Print,7/7,
maternal_subject,,,,,,,OBX PatientFamilyHistory.PatientFamilyHistoryDetails,Details,Details of family history,str (ST),coded_text,spina bifida,1/7,
maternal_subject,,,,,,,OBX PatientFamilyHistory.Print,Print,Family history is needed to be in report,str (ST),coded_text,Print,1/7,
maternal_subject,,,,,,,OBX PatientFamilyHistory.RelativeHistory,Relative,Relative,str (ST),coded_text,Father,1/7,
maternal_subject,,,,,,,OBX PatientHistory.Country,Country,Country,str (ST),coded_text,USA,7/7,
maternal_subject,,,,,,,OBX PatientHistory.DOB,DOB,Date of birth,str (DT),date,20010101,1/7,
maternal_subject,,,,,,,OBX PatientHistory.Sex,Sex,Sex,str (ST),coded_text,unknown,7/7,
encounter,exam.accession_id,,str,empty,,5/5,,,,,,,,
encounter,exam.disc_perc,,int,integer,0,5/5,,,,,,,,
encounter,exam.examHL7Orders,,null,empty,,5/5,,,,,,,,
encounter,exam.examReferring[].assgnd_id,,int,integer,16,5/5,,,,,,,,
encounter,exam.examReferring[].name,,str,coded_text,Ronald Wapner,5/5,,,,,,,,
encounter,exam.examTypes,,null,empty,,5/5,,,,,,,,
encounter,exam.exm_date,,str,date,2025-07-02|2025-07-03,5/5,,,,,,,,
encounter,exam.exm_locator,,str,coded_text,AP10174-U-1-1|BL10175-U-1-1|CH10176-U-1-1|DI10177-U-1-1|EC10178-U-1-1,5/5,,,,,,,,
encounter,exam.exm_signed,,int,integer,1,5/5,,,,,,,,
encounter,exam.fetus_count,,int,integer,1,5/5,,,,,,,,
encounter,exam.scope_name,,str,coded_text,Limited OB Exam,5/5,,,,,,,,
encounter,exam.site_name,,str,coded_text,51 W51st Street,5/5,,,,,,,,
encounter,finalize.attendingMD.assgnd_id,,int,integer,30,5/5,,,,,,,,
encounter,finalize.attendingMD.examiner_no,,int,integer,3,5/5,,,,,,,,
encounter,finalize.attendingMD.name,,str,coded_text,Ivette Miranda,5/5,,,,,,,,
encounter,finalize.examIcd10Diagnosis,,null,empty,,5/5,,,,,,,,
encounter,finalize.examinerTwo.assgnd_id,,int,integer,30,5/5,,,,,,,,
encounter,finalize.examinerTwo.examiner_no,,int,integer,2,5/5,,,,,,,,
encounter,finalize.examinerTwo.name,,str,coded_text,Ivette Miranda,5/5,,,,,,,,
encounter,finalize.generalComment.formatted_text,,str,empty,,5/5,,,,,,,,
encounter,finalize.generalComment.plain_text,,str,free_text,"The patient was referred for a fetal anatomical survey.  Sonographic measurements were consistent with the expected gestational age. The amniotic fluid volume was normal. A detailed fetal anatomic survey was performed. The sonogram was significant for splaying of the cerebellar hemispheres. There was evidence of a cyst measuring __ connecting with the fourth ventricle. This is consistent with a Dandy-Walker malformation. The remainder of the fetal anatomy seen appeared normal within the resolution of the ultrasound. There was no evidence of macrocephaly, ventriculomegaly or agenesis of the corpus callosum.Due to the limited visualization of the cervix by the transabdominal approach, it was necessary to perform a transvaginal ultrasound. Transvaginal sonogram revealed a long, closed cervix. There were no changes noted with the Valsalva maneuver. A chaperone was present for the transvaginal ultrasound.The patient should be informed of the findings and counseled about the limitations of the exam. Although the absence of any sonographic markers reduces the likelihood of fetal aneuploidy, a normal ultrasound exam cannot exclude abnormal fetal genetics; definitive determination requires diagnostic genetic testing. Thank you for involving us in the care of the patient.|The patient was referred for a fetal anatomical survey.Sonographic measurements were consistent with the expected gestational age. A detailed fetal anatomic survey was performed and revealed a normal left kidney with a an empty right renal fossa. The right kidney was not visualized and suggest a unilateral renal agenesis.  Color Doppler were used to identified a left renal artery and an absent right renal artery to confirm the diagnosis.  The amniotic fluid was subjectively normal. The rest of the fetal anatomy seen appeared normal within the resolution of the ultrasound. The patient was counseled that this finding has a low risk of anuploidy. There will be a risk of left renal hypertrophy by a compensatory contralateral kidney. She understands that unilateral renal agenesis is associated with Mullerian anomalies in about 40% of  the females with possible unicornuate or bicornuate uterus. Although ultrasound is an effective screening tool, it cannot exclude all congenital anomalies or genetic syndromes. The patient needs a  fetal echo and Pediatric Urology consult. A follow-up ultrasound is advised in 4-6 weeks to reassess fetal growth. Thank you for involving us in the care of the patient.|The patient was referred for a fetal anatomical survey.  The fetus was appropriately grown and the amniotic fluid volume was normal. An abdominal wall defect consistent with a omphalocele was noted on today's exam.Omphalocele is a condition in which a baby's abdominal organs develop outside their belly. Babies with an omphalocele may also have other health conditions. The exam, however, was limited and all of the anatomical structures could not be satisfactorily visualized.  Due to the limited visualization of the cervix by the transabdominal approach, it was necessary to perform a transvaginal ultrasound. Transvaginal sonogram revealed a long, closed cervix. There were no changes noted with the Valsalva maneuver. A chaperone was present for the transvaginal ultrasound.The patient should be informed of the findings and counseled about the limitations of the exam. Although the absence of any sonographic markers reduces the likelihood of fetal aneuploidy, a normal ultrasound exam cannot exclude abnormal fetal genetics; definitive determination requires diagnostic genetic testing. A follow up exam is recommended prior to 23 weeks to complete the anatomical survey and to increase the detection rate of malformations diagnosed prenatally. Thank you for this referral.|The patient was seen today for confirmation of pregnancy dating and nuchal translucency measurement. This is an IVF pregnancy with BMI of 33.8Transabdominal sonography was performed and revealed a singleton live intrauterine gestation. Due to limited visualization of the pregnancy transabdominally, a transvaginal exam was performed. The transvaginal exam confirmed the presence of a singleton live intrauterine gestation. Sonographic measurements were consistent with assigned gestational age. A normal fetal heart rate was noted. The amniotic fluid volume appeared normal. Views of the fetal head were suspicious for a cranial anomaly. Specifically, absence of the cranial vault and distortion of the brain is suspected, suggestive of acrania.The uterus and both ovaries were visualized and appeared normal.  No adnexal masses were noted.A follow-up scan is recommended between 11-14 weeks for the nuchal translucency assessment and early anatomy. The patient should also be counseled regarding options for aneuploidy screening and diagnostic testing if not done previously. Thank you for the referral.|The patient was referred for a fetal anatomical survey.  The fetus was appropriately grown and the amniotic fluid volume was normal. Views of the fetal heart were suspicious for a cardiac anomaly. Specifically, a small ascending aorta, and a small but thick-walled left ventricle and enlarged right heart chambers were visualized.The exam, however, was limited and all of the anatomical structures could not be satisfactorily visualized.  Due to the limited visualization of the cervix by the transabdominal approach, it was necessary to perform a transvaginal ultrasound. Transvaginal sonogram revealed a long, closed cervix. There were no changes noted with the Valsalva maneuver. A chaperone was present for the transvaginal ultrasound.The patient should be informed of the findings and counseled about the limitations of the exam. Although the absence of any sonographic markers reduces the likelihood of fetal aneuploidy, a normal ultrasound exam cannot exclude abnormal fetal genetics; definitive determination requires diagnostic genetic testing. A follow up exam is recommended prior to 23 weeks to complete the anatomical survey and to increase the detection rate of malformations diagnosed prenatally. Thank you for this referral.",5/5,,,,,,,,
encounter,,,,,,,OBX EpisodeHistory.NumberOfFetuses,Number of gestational sacs/ fetuses/ babies,Number of gestational sacs/ fetuses/ babies,str (ST),integer,1,7/7,
encounter,,,,,,,OBX EpisodeHistory.TypeOfGestation,Type of gestation,Type of gestation,str (ST),coded_text,Singleton pregnancy,7/7,
encounter,,,,,,,OBX Exam.@@Exam,Case ID,Case ID,int (NM),integer,18158349|18157436|18157386|18157336|18157286,7/7,
encounter,,,,,,,OBX Exam.@@ExamType,Exam type,Examination type,int (NM),integer,63|60|58,7/7,
encounter,,,,,,,OBX Exam.@@Patient,Patient ID,Patient ID,int (NM),integer,600697|600647|600597|600547|600497,7/7,
encounter,,,,,,,OBX Exam.@@VPDepartment,Department,Department,int (NM),integer,2,7/7,
encounter,,,,,,,OBX Exam.@Id,Exam ID,Exam ID,int (NM),integer,18159164|18158351|18158350|18157437|18157387|18157337|18157287,7/7,
encounter,,,,,,,OBX Exam.CreatedAt,Created at,Exam creation timestamp,str (TS),timestamp,20250710155219|20250710144937|20250710135410|20250710135358|20250710135345|20250710135333,7/7,
encounter,,,,,,,OBX Exam.ExamDate,Exam date,Exam date,str (DT),date,20250923|20250820|20250710,7/7,
encounter,,,,,,,OBX Exam.ExamTime,Time,Time,str (TM),time,154538|144800|144351|135406|135352|135341|135329,7/7,
encounter,,,,,,,OBX Exam.Export,Export,Export,str (ST),coded_text,N,7/7,
encounter,,,,,,,OBX Exam.LangID,Language,Language,int (NM),integer,1033,7/7,
encounter,,,,,,,OBX Exam.Role,Role,Role,str (ST),coded_text,E,7/7,
encounter,,,,,,,OBX ExamAddData.AgeatExamDate,Age,Age (at exam date),int (NM),integer,24,1/7,
encounter,,,,,,,OBX ExamAddData.ExamState,Exam status,Exam status,str (ST),coded_text,Report finalized,7/7,
encounter,,,,,,,OBX ExamAddData.ExamTitle,Exam subtype,Subtype of the exam,str (ST),coded_text,Fetal Echocardiogram|Detailed Anatomy Assessment|Detailed First Trimester Anatomy with Nuchal Translucency |Fetal Echocardiogram with Detailed Anatomy Assessment |Interval Fetal Growth|Interval Fetal Growth ,7/7,
encounter,,,,,,,OBX ExamAddData.Operator1,Sonographer,Sonographer,str (ST),coded_text,"Aimee Heeze, RDMS",7/7,
encounter,,,,,,,OBX ExamAddData.Operator3,Reading physician,Reading physician,str (ST),coded_text,"Juliana Gevaerd Martins, M.D.",7/7,
encounter,,,,,,,OBX ExamAddData.OperatorId3,<OperatorId3.ShortLabel>,<OperatorId3.LongLabel>,int (NM),integer,96,7/7,
encounter,,,,,,,OBX ExamContact.@@Contact_ref1,<@@Contact_ref1.ShortLabel>,<@@Contact_ref1.LongLabel>,int (NM),integer,15894,7/7,
encounter,,,,,,,OBX ExamContact.@@Listitem,<@@Listitem.ShortLabel>,<@@Listitem.LongLabel>,int (NM),integer,5545,7/7,
encounter,,,,,,,OBX ExamStateHistory.@Id,ID,Exam state history ID,int (NM),integer,52213858|52213859|56089357|52212459|52213857|56089307|52212457|52212458|56089207|52210307|...,7/7,
encounter,,,,,,,OBX ExamStateHistory.Date,Date,Exam state history date,str (DT),date,20250710|20260410,7/7,
encounter,,,,,,,OBX ExamStateHistory.NewState,New state,New state,str (ST),coded_text,New exam|Scan started|Report finalized,7/7,
encounter,,,,,,,OBX ExamStateHistory.StationName,Station name,Station name,str (ST),coded_text,EVMC1LK5Q54|JEDI1|EVMCJKH4Q54,7/7,
encounter,,,,,,,OBX ExamStateHistory.Time,Time,Exam state history time,str (TM),time,154538|154808|170739|144800|151706|170725|144351|144604|170712|135406|...,7/7,
encounter,,,,,,,OBX ExamStateHistory.UserLoginName,User login name,User login name,str (ST),coded_text,HeezeAL|admin,7/7,
encounter,,,,,,,OBX ImagingParameters.ExamConditions,View,View,str (ST),coded_text,Adequate,5/7,
encounter,,,,,,,OBX ImagingParameters.ImagingProcedure,Device/Procedure,Device/Procedure,str (ST),coded_text,"Voluson E22, Transabdominal ultrasound examination|Voluson E22, Transabdominal and transvaginal ultrasound examination|Voluson E22. Transabdominal ultrasound examination",7/7,
encounter,,,,,,,OBX VP_MDT_SR_Files.Date,Date of MDT,Date of MDT,str (DT),date,20250710|20250717|20260410,7/7,
encounter,,,,,,,OBX VP_MDT_SR_Files.Module,Module,Module,str (ST),coded_text,vpmain|VPMain,7/7,
encounter,,,,,,,OBX VP_MDT_SR_Files.UID,UID,UID,str (ST),coded_text,1.2.276.0.26.1.1.1.2.2025.227.71280.5185292|1.2.276.0.26.1.1.1.2.2025.227.69458.2785070|1.2.276.0.26.1.1.1.2.2025.227.67594.4521521|1.2.276.0.26.1.1.1.2.2025.227.67300.7632879|1.2.276.0.26.1.1.1.2.2025.227.67054.4259429|1.2.276.0.26.1.1.1.2.2025.227.66784.4374300|1.2.276.0.26.1.1.1.2.2025.227.66530.7405429,7/7,
encounter,,,,,,,OBX WarningMessage,,,str (ST),free_text,"Exam contains manually modified mask texts, thus discrete values may be inaccurate.",6/7,
non_fetal_gyn,adnexa.left.done,,int,integer,0,5/5,,,,,,,,
non_fetal_gyn,adnexa.left.ovry_loc,,str,coded_text,Unspecified,5/5,,,,,,,,
non_fetal_gyn,adnexa.left.ovry_seen,,str,coded_text,Unspecified,5/5,,,,,,,,
non_fetal_gyn,adnexa.left.ovry_size_a,,int,integer,0,5/5,,,,,,,,
non_fetal_gyn,adnexa.left.ovry_size_b,,int,integer,0,5/5,,,,,,,,
non_fetal_gyn,adnexa.left.ovry_size_c,,int,integer,0,5/5,,,,,,,,
non_fetal_gyn,adnexa.left.ovry_surg_abs,,int,integer,0,5/5,,,,,,,,
non_fetal_gyn,adnexa.left.ovry_vol,,int,integer,0,5/5,,,,,,,,
non_fetal_gyn,adnexa.left.tube_hydrosalpinx,,int,integer,0,5/5,,,,,,,,
non_fetal_gyn,adnexa.left.tube_hydrosalpinx_size_a,,int,integer,0,5/5,,,,,,,,
non_fetal_gyn,adnexa.left.tube_hydrosalpinx_size_b,,int,integer,0,5/5,,,,,,,,
non_fetal_gyn,adnexa.left.tube_hydrosalpinx_size_c,,int,integer,0,5/5,,,,,,,,
non_fetal_gyn,adnexa.left.tube_hydrosalpinx_volume,,int,integer,0,5/5,,,,,,,,
non_fetal_gyn,adnexa.left.tube_nrml,,str,coded_text,Unspecified,5/5,,,,,,,,
non_fetal_gyn,adnexa.left.tube_seen,,str,coded_text,Unspecified,5/5,,,,,,,,
non_fetal_gyn,adnexa.left.tube_surg_abs,,int,integer,0,5/5,,,,,,,,
non_fetal_gyn,adnexa.masses,,null,empty,,5/5,,,,,,,,
non_fetal_gyn,adnexa.right.done,,int,integer,0,5/5,,,,,,,,
