cluster,observer_path,observer_label_values,observer_type,observer_value_class,observer_sample,observer_n_files,viewpoint_path,viewpoint_short_label,viewpoint_long_label,viewpoint_type,viewpoint_value_class,viewpoint_sample,viewpoint_n_files,notes
anatomy_general,fetuses[].anatomy[].detail[].label,Cardiac Axis,str,coded_text,Cardiac Axis,5/5,,,,,,,,
anatomy_general,fetuses[].anatomy[].detail[].label,Cardiac Position,str,coded_text,Cardiac Position,5/5,,,,,,,,
anatomy_general,fetuses[].anatomy[].detail[].label,Cerebellum,str,coded_text,Cerebellum,5/5,,,,,,,,
anatomy_general,fetuses[].anatomy[].detail[].label,Cervical Spine,str,coded_text,Cervical Spine,5/5,,,,,,,,
anatomy_general,fetuses[].anatomy[].detail[].label,Choroid Plexus,str,coded_text,Choroid Plexus,5/5,,,,,,,,
anatomy_general,fetuses[].anatomy[].detail[].label,Cisterna Magna,str,coded_text,Cisterna Magna,5/5,,,,,,,,
anatomy_general,fetuses[].anatomy[].detail[].label,Diaphragm,str,coded_text,Diaphragm,5/5,,,,,,,,
anatomy_general,fetuses[].anatomy[].detail[].label,Distal Left Outflow,str,coded_text,Distal Left Outflow,5/5,,,,,,,,
anatomy_general,fetuses[].anatomy[].detail[].label,Distal Right Outflow,str,coded_text,Distal Right Outflow,5/5,,,,,,,,
anatomy_general,fetuses[].anatomy[].detail[].label,Face,str,coded_text,Face,5/5,,,,,,,,
anatomy_general,fetuses[].anatomy[].detail[].label,Four Chamber View,str,coded_text,Four Chamber View,5/5,,,,,,,,
anatomy_general,fetuses[].anatomy[].detail[].label,Gall Bladder,str,coded_text,Gall Bladder,5/5,,,,,,,,
anatomy_general,fetuses[].anatomy[].detail[].label,IVC,str,coded_text,IVC,5/5,,,,,,,,
anatomy_general,fetuses[].anatomy[].detail[].label,Interatrial Septum,str,coded_text,Interatrial Septum,5/5,,,,,,,,
anatomy_general,fetuses[].anatomy[].detail[].label,Interventricular Septum,str,coded_text,Interventricular Septum,5/5,,,,,,,,
anatomy_general,fetuses[].anatomy[].detail[].label,Lateral Ventricles,str,coded_text,Lateral Ventricles,5/5,,,,,,,,
anatomy_general,fetuses[].anatomy[].detail[].label,Liver,str,coded_text,Liver,5/5,,,,,,,,
anatomy_general,fetuses[].anatomy[].detail[].label,Lt Femur,str,coded_text,Lt Femur,5/5,,,,,,,,
anatomy_general,fetuses[].anatomy[].detail[].label,Lt Fingers,str,coded_text,Lt Fingers,5/5,,,,,,,,
anatomy_general,fetuses[].anatomy[].detail[].label,Lt Foot,str,coded_text,Lt Foot,5/5,,,,,,,,
anatomy_general,fetuses[].anatomy[].detail[].label,Lt Forearm,str,coded_text,Lt Forearm,5/5,,,,,,,,
anatomy_general,fetuses[].anatomy[].detail[].label,Lt Hand,str,coded_text,Lt Hand,5/5,,,,,,,,
anatomy_general,fetuses[].anatomy[].detail[].label,Lt Humerus,str,coded_text,Lt Humerus,5/5,,,,,,,,
anatomy_general,fetuses[].anatomy[].detail[].label,Lt Low Leg,str,coded_text,Lt Low Leg,5/5,,,,,,,,
anatomy_general,fetuses[].anatomy[].detail[].label,Lt Toes,str,coded_text,Lt Toes,5/5,,,,,,,,
anatomy_general,fetuses[].anatomy[].detail[].label,Lumbar Spine,str,coded_text,Lumbar Spine,5/5,,,,,,,,
anatomy_general,fetuses[].anatomy[].detail[].label,Lungs,str,coded_text,Lungs,5/5,,,,,,,,
anatomy_general,fetuses[].anatomy[].detail[].label,Neck,str,coded_text,Neck,5/5,,,,,,,,
anatomy_general,fetuses[].anatomy[].detail[].label,Nose/Lips,str,coded_text,Nose/Lips,5/5,,,,,,,,
anatomy_general,fetuses[].anatomy[].detail[].label,Nuchal Fold,str,coded_text,Nuchal Fold,5/5,,,,,,,,
anatomy_general,fetuses[].anatomy[].detail[].label,Orbits,str,coded_text,Orbits,5/5,,,,,,,,
anatomy_general,fetuses[].anatomy[].detail[].label,Palate,str,coded_text,Palate,5/5,,,,,,,,
anatomy_general,fetuses[].anatomy[].detail[].label,Profile,str,coded_text,Profile,5/5,,,,,,,,
anatomy_general,fetuses[].anatomy[].detail[].label,Proximal Left Outflow,str,coded_text,Proximal Left Outflow,5/5,,,,,,,,
anatomy_general,fetuses[].anatomy[].detail[].label,Proximal Right Outflow,str,coded_text,Proximal Right Outflow,5/5,,,,,,,,
anatomy_general,fetuses[].anatomy[].detail[].label,Rt Femur,str,coded_text,Rt Femur,5/5,,,,,,,,
anatomy_general,fetuses[].anatomy[].detail[].label,Rt Fingers,str,coded_text,Rt Fingers,5/5,,,,,,,,
anatomy_general,fetuses[].anatomy[].detail[].label,Rt Foot,str,coded_text,Rt Foot,5/5,,,,,,,,
anatomy_general,fetuses[].anatomy[].detail[].label,Rt Forearm,str,coded_text,Rt Forearm,5/5,,,,,,,,
anatomy_general,fetuses[].anatomy[].detail[].label,Rt Hand,str,coded_text,Rt Hand,5/5,,,,,,,,
anatomy_general,fetuses[].anatomy[].detail[].label,Rt Humerus,str,coded_text,Rt Humerus,5/5,,,,,,,,
anatomy_general,fetuses[].anatomy[].detail[].label,Rt Low Leg,str,coded_text,Rt Low Leg,5/5,,,,,,,,
anatomy_general,fetuses[].anatomy[].detail[].label,Rt Toes,str,coded_text,Rt Toes,5/5,,,,,,,,
anatomy_general,fetuses[].anatomy[].detail[].label,SVC,str,coded_text,SVC,5/5,,,,,,,,
anatomy_general,fetuses[].anatomy[].detail[].label,Sacrum,str,coded_text,Sacrum,5/5,,,,,,,,
anatomy_general,fetuses[].anatomy[].detail[].label,Short Axis of Greater Vessels,str,coded_text,Short Axis of Greater Vessels,5/5,,,,,,,,
anatomy_general,fetuses[].anatomy[].detail[].label,Spleen,str,coded_text,Spleen,5/5,,,,,,,,
anatomy_general,fetuses[].anatomy[].detail[].label,Thoracic Spine,str,coded_text,Thoracic Spine,5/5,,,,,,,,
anatomy_general,fetuses[].anatomy[].detail[].print_in_report,BPD Level,int,integer,0|1,5/5,,,,,,,,
anatomy_general,fetuses[].anatomy[].detail[].print_in_report,Bowel,int,integer,0,5/5,,,,,,,,
anatomy_general,fetuses[].anatomy[].detail[].print_in_report,Calvarium,int,integer,0|1,5/5,,,,,,,,
anatomy_general,fetuses[].anatomy[].detail[].print_in_report,Cardiac Axis,int,integer,1|0,5/5,,,,,,,,
anatomy_general,fetuses[].anatomy[].detail[].print_in_report,Cardiac Position,int,integer,1|0,5/5,,,,,,,,
anatomy_general,fetuses[].anatomy[].detail[].print_in_report,Cerebellum,int,integer,1|0,5/5,,,,,,,,
anatomy_general,fetuses[].anatomy[].detail[].print_in_report,Cervical Spine,int,integer,1|0,5/5,,,,,,,,
anatomy_general,fetuses[].anatomy[].detail[].print_in_report,Choroid Plexus,int,integer,0|1,5/5,,,,,,,,
anatomy_general,fetuses[].anatomy[].detail[].print_in_report,Cisterna Magna,int,integer,0|1,5/5,,,,,,,,
anatomy_general,fetuses[].anatomy[].detail[].print_in_report,Diaphragm,int,integer,1|0,5/5,,,,,,,,
anatomy_general,fetuses[].anatomy[].detail[].print_in_report,Distal Left Outflow,int,integer,0,5/5,,,,,,,,
anatomy_general,fetuses[].anatomy[].detail[].print_in_report,Distal Right Outflow,int,integer,0,5/5,,,,,,,,
anatomy_general,fetuses[].anatomy[].detail[].print_in_report,Face,int,integer,1|0,5/5,,,,,,,,
anatomy_general,fetuses[].anatomy[].detail[].print_in_report,Four Chamber View,int,integer,1|0,5/5,,,,,,,,
anatomy_general,fetuses[].anatomy[].detail[].print_in_report,Gall Bladder,int,integer,0,5/5,,,,,,,,
anatomy_general,fetuses[].anatomy[].detail[].print_in_report,IVC,int,integer,0,5/5,,,,,,,,
anatomy_general,fetuses[].anatomy[].detail[].print_in_report,Interatrial Septum,int,integer,1|0,5/5,,,,,,,,
anatomy_general,fetuses[].anatomy[].detail[].print_in_report,Interventricular Septum,int,integer,1|0,5/5,,,,,,,,
anatomy_general,fetuses[].anatomy[].detail[].print_in_report,Lateral Ventricles,int,integer,0|1,5/5,,,,,,,,
anatomy_general,fetuses[].anatomy[].detail[].print_in_report,Liver,int,integer,0,5/5,,,,,,,,
anatomy_general,fetuses[].anatomy[].detail[].print_in_report,Lt Femur,int,integer,1|0,5/5,,,,,,,,
anatomy_general,fetuses[].anatomy[].detail[].print_in_report,Lt Fingers,int,integer,0,5/5,,,,,,,,
anatomy_general,fetuses[].anatomy[].detail[].print_in_report,Lt Foot,int,integer,1|0,5/5,,,,,,,,
anatomy_general,fetuses[].anatomy[].detail[].print_in_report,Lt Forearm,int,integer,1|0,5/5,,,,,,,,
anatomy_general,fetuses[].anatomy[].detail[].print_in_report,Lt Hand,int,integer,1|0,5/5,,,,,,,,
anatomy_general,fetuses[].anatomy[].detail[].print_in_report,Lt Humerus,int,integer,1|0,5/5,,,,,,,,
anatomy_general,fetuses[].anatomy[].detail[].print_in_report,Lt Low Leg,int,integer,1|0,5/5,,,,,,,,
anatomy_general,fetuses[].anatomy[].detail[].print_in_report,Lt Toes,int,integer,0,5/5,,,,,,,,
anatomy_general,fetuses[].anatomy[].detail[].print_in_report,Lumbar Spine,int,integer,1|0,5/5,,,,,,,,
anatomy_general,fetuses[].anatomy[].detail[].print_in_report,Lungs,int,integer,0,5/5,,,,,,,,
anatomy_general,fetuses[].anatomy[].detail[].print_in_report,Neck,int,integer,1|0,5/5,,,,,,,,
anatomy_general,fetuses[].anatomy[].detail[].print_in_report,Nose/Lips,int,integer,1|0,5/5,,,,,,,,
anatomy_general,fetuses[].anatomy[].detail[].print_in_report,Nuchal Fold,int,integer,1|0,5/5,,,,,,,,
anatomy_general,fetuses[].anatomy[].detail[].print_in_report,Orbits,int,integer,1|0,5/5,,,,,,,,
anatomy_general,fetuses[].anatomy[].detail[].print_in_report,Palate,int,integer,1|0,5/5,,,,,,,,
anatomy_general,fetuses[].anatomy[].detail[].print_in_report,Profile,int,integer,1|0,5/5,,,,,,,,
anatomy_general,fetuses[].anatomy[].detail[].print_in_report,Proximal Left Outflow,int,integer,1|0,5/5,,,,,,,,
anatomy_general,fetuses[].anatomy[].detail[].print_in_report,Proximal Right Outflow,int,integer,1|0,5/5,,,,,,,,
anatomy_general,fetuses[].anatomy[].detail[].print_in_report,Rt Femur,int,integer,1|0,5/5,,,,,,,,
anatomy_general,fetuses[].anatomy[].detail[].print_in_report,Rt Fingers,int,integer,0,5/5,,,,,,,,
anatomy_general,fetuses[].anatomy[].detail[].print_in_report,Rt Foot,int,integer,1|0,5/5,,,,,,,,
anatomy_general,fetuses[].anatomy[].detail[].print_in_report,Rt Forearm,int,integer,1|0,5/5,,,,,,,,
anatomy_general,fetuses[].anatomy[].detail[].print_in_report,Rt Hand,int,integer,1|0,5/5,,,,,,,,
anatomy_general,fetuses[].anatomy[].detail[].print_in_report,Rt Humerus,int,integer,1|0,5/5,,,,,,,,
anatomy_general,fetuses[].anatomy[].detail[].print_in_report,Rt Low Leg,int,integer,1|0,5/5,,,,,,,,
anatomy_general,fetuses[].anatomy[].detail[].print_in_report,Rt Toes,int,integer,0,5/5,,,,,,,,
anatomy_general,fetuses[].anatomy[].detail[].print_in_report,SVC,int,integer,0|1,5/5,,,,,,,,
anatomy_general,fetuses[].anatomy[].detail[].print_in_report,Sacrum,int,integer,1|0,5/5,,,,,,,,
anatomy_general,fetuses[].anatomy[].detail[].print_in_report,Short Axis of Greater Vessels,int,integer,1|0,5/5,,,,,,,,
anatomy_general,fetuses[].anatomy[].detail[].print_in_report,Spleen,int,integer,0,5/5,,,,,,,,
anatomy_general,fetuses[].anatomy[].detail[].print_in_report,Thoracic Spine,int,integer,1|0,5/5,,,,,,,,
anatomy_general,fetuses[].anatomy[].detail[].required,BPD Level,str,coded_text,No,5/5,,,,,,,,
anatomy_general,fetuses[].anatomy[].detail[].required,Bowel,str,coded_text,No,5/5,,,,,,,,
anatomy_general,fetuses[].anatomy[].detail[].required,Calvarium,str,coded_text,No,5/5,,,,,,,,
anatomy_general,fetuses[].anatomy[].detail[].required,Cardiac Axis,str,coded_text,No,5/5,,,,,,,,
anatomy_general,fetuses[].anatomy[].detail[].required,Cardiac Position,str,coded_text,No,5/5,,,,,,,,
anatomy_general,fetuses[].anatomy[].detail[].required,Cerebellum,str,coded_text,No,5/5,,,,,,,,
anatomy_general,fetuses[].anatomy[].detail[].required,Cervical Spine,str,coded_text,No,5/5,,,,,,,,
anatomy_general,fetuses[].anatomy[].detail[].required,Choroid Plexus,str,coded_text,No,5/5,,,,,,,,
anatomy_general,fetuses[].anatomy[].detail[].required,Cisterna Magna,str,coded_text,No,5/5,,,,,,,,
anatomy_general,fetuses[].anatomy[].detail[].required,Diaphragm,str,coded_text,No,5/5,,,,,,,,
anatomy_general,fetuses[].anatomy[].detail[].required,Distal Left Outflow,str,coded_text,No,5/5,,,,,,,,
anatomy_general,fetuses[].anatomy[].detail[].required,Distal Right Outflow,str,coded_text,No,5/5,,,,,,,,
anatomy_general,fetuses[].anatomy[].detail[].required,Face,str,coded_text,No,5/5,,,,,,,,
anatomy_general,fetuses[].anatomy[].detail[].required,Four Chamber View,str,coded_text,No,5/5,,,,,,,,
anatomy_general,fetuses[].anatomy[].detail[].required,Gall Bladder,str,coded_text,No,5/5,,,,,,,,
anatomy_general,fetuses[].anatomy[].detail[].required,IVC,str,coded_text,No,5/5,,,,,,,,
anatomy_general,fetuses[].anatomy[].detail[].required,Interatrial Septum,str,coded_text,No,5/5,,,,,,,,
anatomy_general,fetuses[].anatomy[].detail[].required,Interventricular Septum,str,coded_text,No,5/5,,,,,,,,
anatomy_general,fetuses[].anatomy[].detail[].required,Lateral Ventricles,str,coded_text,No,5/5,,,,,,,,
anatomy_general,fetuses[].anatomy[].detail[].required,Liver,str,coded_text,No,5/5,,,,,,,,
anatomy_general,fetuses[].anatomy[].detail[].required,Lt Femur,str,coded_text,No,5/5,,,,,,,,
anatomy_general,fetuses[].anatomy[].detail[].required,Lt Fingers,str,coded_text,No,5/5,,,,,,,,
anatomy_general,fetuses[].anatomy[].detail[].required,Lt Foot,str,coded_text,No,5/5,,,,,,,,
anatomy_general,fetuses[].anatomy[].detail[].required,Lt Forearm,str,coded_text,No,5/5,,,,,,,,
anatomy_general,fetuses[].anatomy[].detail[].required,Lt Hand,str,coded_text,No,5/5,,,,,,,,
anatomy_general,fetuses[].anatomy[].detail[].required,Lt Humerus,str,coded_text,No,5/5,,,,,,,,
anatomy_general,fetuses[].anatomy[].detail[].required,Lt Low Leg,str,coded_text,No,5/5,,,,,,,,
anatomy_general,fetuses[].anatomy[].detail[].required,Lt Toes,str,coded_text,No,5/5,,,,,,,,
anatomy_general,fetuses[].anatomy[].detail[].required,Lumbar Spine,str,coded_text,No,5/5,,,,,,,,
anatomy_general,fetuses[].anatomy[].detail[].required,Lungs,str,coded_text,No,5/5,,,,,,,,
anatomy_general,fetuses[].anatomy[].detail[].required,Neck,str,coded_text,No,5/5,,,,,,,,
anatomy_general,fetuses[].anatomy[].detail[].required,Nose/Lips,str,coded_text,No,5/5,,,,,,,,
anatomy_general,fetuses[].anatomy[].detail[].required,Nuchal Fold,str,coded_text,No,5/5,,,,,,,,
anatomy_general,fetuses[].anatomy[].detail[].required,Orbits,str,coded_text,No,5/5,,,,,,,,
anatomy_general,fetuses[].anatomy[].detail[].required,Palate,str,coded_text,No,5/5,,,,,,,,
anatomy_general,fetuses[].anatomy[].detail[].required,Profile,str,coded_text,No,5/5,,,,,,,,
anatomy_general,fetuses[].anatomy[].detail[].required,Proximal Left Outflow,str,coded_text,No,5/5,,,,,,,,
anatomy_general,fetuses[].anatomy[].detail[].required,Proximal Right Outflow,str,coded_text,No,5/5,,,,,,,,
anatomy_general,fetuses[].anatomy[].detail[].required,Rt Femur,str,coded_text,No,5/5,,,,,,,,
anatomy_general,fetuses[].anatomy[].detail[].required,Rt Fingers,str,coded_text,No,5/5,,,,,,,,
anatomy_general,fetuses[].anatomy[].detail[].required,Rt Foot,str,coded_text,No,5/5,,,,,,,,
anatomy_general,fetuses[].anatomy[].detail[].required,Rt Forearm,str,coded_text,No,5/5,,,,,,,,
anatomy_general,fetuses[].anatomy[].detail[].required,Rt Hand,str,coded_text,No,5/5,,,,,,,,
anatomy_general,fetuses[].anatomy[].detail[].required,Rt Humerus,str,coded_text,No,5/5,,,,,,,,
anatomy_general,fetuses[].anatomy[].detail[].required,Rt Low Leg,str,coded_text,No,5/5,,,,,,,,
anatomy_general,fetuses[].anatomy[].detail[].required,Rt Toes,str,coded_text,No,5/5,,,,,,,,
anatomy_general,fetuses[].anatomy[].detail[].required,SVC,str,coded_text,No,5/5,,,,,,,,
anatomy_general,fetuses[].anatomy[].detail[].required,Sacrum,str,coded_text,No,5/5,,,,,,,,
anatomy_general,fetuses[].anatomy[].detail[].required,Short Axis of Greater Vessels,str,coded_text,No,5/5,,,,,,,,
anatomy_general,fetuses[].anatomy[].detail[].required,Spleen,str,coded_text,No,5/5,,,,,,,,
anatomy_general,fetuses[].anatomy[].detail[].required,Thoracic Spine,str,coded_text,No,5/5,,,,,,,,
anatomy_general,fetuses[].anatomy[].detail[].required_condition_met,BPD Level,str,coded_text,No,5/5,,,,,,,,
anatomy_general,fetuses[].anatomy[].detail[].required_condition_met,Calvarium,str,coded_text,No,5/5,,,,,,,,
anatomy_general,fetuses[].anatomy[].detail[].required_condition_met,Cerebellum,str,coded_text,No,5/5,,,,,,,,
anatomy_general,fetuses[].anatomy[].detail[].required_condition_met,Choroid Plexus,str,coded_text,No,5/5,,,,,,,,
anatomy_general,fetuses[].anatomy[].detail[].required_condition_met,Cisterna Magna,str,coded_text,No,5/5,,,,,,,,
anatomy_general,fetuses[].anatomy[].detail[].required_condition_met,Lateral Ventricles,str,coded_text,No,5/5,,,,,,,,
anatomy_general,fetuses[].anatomy[].main.anat_state,Abd. Cav.,str,coded_text,Normal|Unseen,5/5,,,,,,,,
anatomy_general,fetuses[].anatomy[].main.anat_state,Abd. Wall,str,coded_text,Normal|Abnormal|Unseen,5/5,,,,,,,,
anatomy_general,fetuses[].anatomy[].main.anat_state,Bladder,str,coded_text,Normal|Unseen,5/5,,,,,,,,
anatomy_general,fetuses[].anatomy[].main.anat_state,Extrems,str,coded_text,Normal|See details|Unseen,5/5,,,,,,,,
anatomy_general,fetuses[].anatomy[].main.anat_state,Face/Neck,str,coded_text,Normal|Unseen,5/5,,,,,,,,
anatomy_general,fetuses[].anatomy[].main.anat_state,Genitalia,str,coded_text,Normal|Unseen,5/5,,,,,,,,
anatomy_general,fetuses[].anatomy[].main.anat_state,Head,str,coded_text,Abnormal|Normal,5/5,,,,,,,,
anatomy_general,fetuses[].anatomy[].main.anat_state,Heart,str,coded_text,Normal|See details|Unseen|Abnormal,5/5,,,,,,,,
anatomy_general,fetuses[].anatomy[].main.anat_state,Left Kidney,str,coded_text,Normal|Unseen,5/5,,,,,,,,
anatomy_general,fetuses[].anatomy[].main.anat_state,PCI,str,coded_text,Normal|Unseen,5/5,,,,,,,,
anatomy_general,fetuses[].anatomy[].main.anat_state,Placenta,str,coded_text,Normal|Unseen,5/5,,,,,,,,
anatomy_general,fetuses[].anatomy[].main.anat_state,Right Kidney,str,coded_text,Normal|Abnormal|Unseen,5/5,,,,,,,,
anatomy_general,fetuses[].anatomy[].main.anat_state,Spine,str,coded_text,Normal|Unseen,5/5,,,,,,,,
anatomy_general,fetuses[].anatomy[].main.anat_state,Stomach,str,coded_text,Normal|Unseen,5/5,,,,,,,,
anatomy_general,fetuses[].anatomy[].main.anat_state,Th. Cav.,str,coded_text,Normal|Unseen,5/5,,,,,,,,
anatomy_general,fetuses[].anatomy[].main.anat_state,Umbl. Cord,str,coded_text,Normal|Unseen,5/5,,,,,,,,
anatomy_general,fetuses[].anatomy[].main.label,Abd. Cav.,str,coded_text,Abd. Cav.,5/5,,,,,,,,
anatomy_general,fetuses[].anatomy[].main.label,Abd. Wall,str,coded_text,Abd. Wall,5/5,,,,,,,,
anatomy_general,fetuses[].anatomy[].main.label,Bladder,str,coded_text,Bladder,5/5,,,,,,,,
anatomy_general,fetuses[].anatomy[].main.label,Extrems,str,coded_text,Extrems,5/5,,,,,,,,
anatomy_general,fetuses[].anatomy[].main.label,Face/Neck,str,coded_text,Face/Neck,5/5,,,,,,,,
anatomy_general,fetuses[].anatomy[].main.label,Genitalia,str,coded_text,Genitalia,5/5,,,,,,,,
anatomy_general,fetuses[].anatomy[].main.label,Head,str,coded_text,Head,5/5,,,,,,,,
anatomy_general,fetuses[].anatomy[].main.label,Heart,str,coded_text,Heart,5/5,,,,,,,,
anatomy_general,fetuses[].anatomy[].main.label,Left Kidney,str,coded_text,Left Kidney,5/5,,,,,,,,
anatomy_general,fetuses[].anatomy[].main.label,PCI,str,coded_text,PCI,5/5,,,,,,,,
anatomy_general,fetuses[].anatomy[].main.label,Placenta,str,coded_text,Placenta,5/5,,,,,,,,
anatomy_general,fetuses[].anatomy[].main.label,Right Kidney,str,coded_text,Right Kidney,5/5,,,,,,,,
anatomy_general,fetuses[].anatomy[].main.label,Spine,str,coded_text,Spine,5/5,,,,,,,,
anatomy_general,fetuses[].anatomy[].main.label,Stomach,str,coded_text,Stomach,5/5,,,,,,,,
anatomy_general,fetuses[].anatomy[].main.label,Th. Cav.,str,coded_text,Th. Cav.,5/5,,,,,,,,
anatomy_general,fetuses[].anatomy[].main.label,Umbl. Cord,str,coded_text,Umbl. Cord,5/5,,,,,,,,
anatomy_general,fetuses[].anatomy[].main.main_txt,Abd. Cav.,str,coded_text,The abdominal cavity appears normal.|The abdominal cavity was not assessed.,5/5,,,,,,,,
anatomy_general,fetuses[].anatomy[].main.main_txt,Abd. Wall,str,coded_text,The abdominal wall appears intact.|Abnormal abdominal wall: please see the anatomy comments for further details.|The abdominal wall was not visualized due to fetal position.,5/5,,,,,,,,
anatomy_general,fetuses[].anatomy[].main.main_txt,Bladder,str,coded_text,The fetal bladder appears normal.|The fetal bladder was not assessed on today's exam.,5/5,,,,,,,,
anatomy_general,fetuses[].anatomy[].main.main_txt,Extrems,str,coded_text|empty|free_text,Active movement of the extremities was seen and fetal body motion was also observed during this examination.|The fetal extremities were not assessed on today's exam.,5/5,,,,,,,,
anatomy_general,fetuses[].anatomy[].main.main_txt,Face/Neck,str,coded_text,The fetal face appears normal.|The fetal face was not assessed on today's exam.,5/5,,,,,,,,
anatomy_general,fetuses[].anatomy[].main.main_txt,Genitalia,str,coded_text,Normal <gender> genitalia.|The genitalia were not observed during this examination due to fetal position.,5/5,,,,,,,,
anatomy_general,fetuses[].anatomy[].main.main_txt,Head,str,free_text,"Abnormalities in the head were noted during this scan; please see the anatomy comments.|The fetal cranium appeared normal in shape. The choroid plexus was well visualized, the lateral ventricles were not dilated and the midline structures were not deviated. The cerebellum and cisterna magna were visualized and appeared normal.",5/5,,,,,,,,
anatomy_general,fetuses[].anatomy[].main.main_txt,Heart,str,coded_text|empty|free_text,"The cardiac size and structures appeared sonographically normal at the four chamber view, and cardiac rhythm was regular.|The fetal heart was not assessed on today's exam.|Abnormal heart:  please see the anatomy comments for further details.",5/5,,,,,,,,
anatomy_general,fetuses[].anatomy[].main.main_txt,Left Kidney,str,coded_text|free_text,"The left kidney appears within normal limits with respect to size, collection systems, and parenchyma.|The left kidney was not observed during this exam.",5/5,,,,,,,,
anatomy_general,fetuses[].anatomy[].main.main_txt,PCI,str,empty,,5/5,,,,,,,,
anatomy_general,fetuses[].anatomy[].main.main_txt,Placenta,str,coded_text,The placenta appears within normal limits.|The placenta was not evaluated on today's exam.,5/5,,,,,,,,
anatomy_general,fetuses[].anatomy[].main.main_txt,Right Kidney,str,coded_text|free_text,"The right kidney appears within normal limits with respect to size, collection systems, and parenchyma.|Abnormalities were noted in the right kidney:  please see the anatomy comments for further details.|The right kidney was not observed during this exam.",5/5,,,,,,,,
anatomy_general,fetuses[].anatomy[].main.main_txt,Spine,str,coded_text|free_text,"The spine was visualized from cervical to sacral region, within the resolution of the ultrasound equipment, without evidence of a neural tube defect.|The fetal spine was not visualized on today's exam due to fetal position.",5/5,,,,,,,,
anatomy_general,fetuses[].anatomy[].main.main_txt,Stomach,str,coded_text,The fetal stomach appears normal.|The fetal stomach was not assessed on today's exam.,5/5,,,,,,,,
anatomy_general,fetuses[].anatomy[].main.main_txt,Th. Cav.,str,coded_text,Anatomy of the fetal thorax appeared within normal limits.|The thoracic cavity was not evaluated for this exam due to fetal position.,5/5,,,,,,,,
anatomy_general,fetuses[].anatomy[].main.main_txt,Umbl. Cord,str,coded_text,There is a 3 vessel cord with normal insertion site.|The 3-vessel umbilical cord insertion was not visualized due to fetal position.,5/5,,,,,,,,
anatomy_general,fetuses[].anatomy[].main.print_in_report,Abd. Cav.,int,integer,1|0,5/5,,,,,,,,
anatomy_general,fetuses[].anatomy[].main.print_in_report,Abd. Wall,int,integer,1|0,5/5,,,,,,,,
anatomy_general,fetuses[].anatomy[].main.print_in_report,Bladder,int,integer,1|0,5/5,,,,,,,,
anatomy_general,fetuses[].anatomy[].main.print_in_report,Extrems,int,integer,1|0,5/5,,,,,,,,
anatomy_general,fetuses[].anatomy[].main.print_in_report,Face/Neck,int,integer,1|0,5/5,,,,,,,,
anatomy_general,fetuses[].anatomy[].main.print_in_report,Genitalia,int,integer,1|0,5/5,,,,,,,,
anatomy_general,fetuses[].anatomy[].main.print_in_report,Head,int,integer,1,5/5,,,,,,,,
anatomy_general,fetuses[].anatomy[].main.print_in_report,Heart,int,integer,1|0,5/5,,,,,,,,
anatomy_general,fetuses[].anatomy[].main.print_in_report,Left Kidney,int,integer,1|0,5/5,,,,,,,,
anatomy_general,fetuses[].anatomy[].main.print_in_report,PCI,int,integer,1|0,5/5,,,,,,,,
anatomy_general,fetuses[].anatomy[].main.print_in_report,Placenta,int,integer,1|0,5/5,,,,,,,,
anatomy_general,fetuses[].anatomy[].main.print_in_report,Right Kidney,int,integer,1|0,5/5,,,,,,,,
anatomy_general,fetuses[].anatomy[].main.print_in_report,Spine,int,integer,1|0,5/5,,,,,,,,
anatomy_general,fetuses[].anatomy[].main.print_in_report,Stomach,int,integer,1|0,5/5,,,,,,,,
anatomy_general,fetuses[].anatomy[].main.print_in_report,Th. Cav.,int,integer,1|0,5/5,,,,,,,,
anatomy_general,fetuses[].anatomy[].main.print_in_report,Umbl. Cord,int,integer,1|0,5/5,,,,,,,,
anatomy_general,fetuses[].anatomy[].main.required,Abd. Cav.,str,coded_text,No,5/5,,,,,,,,
anatomy_general,fetuses[].anatomy[].main.required,Abd. Wall,str,coded_text,No,5/5,,,,,,,,
anatomy_general,fetuses[].anatomy[].main.required,Bladder,str,coded_text,No,5/5,,,,,,,,
anatomy_general,fetuses[].anatomy[].main.required,Extrems,str,coded_text,No,5/5,,,,,,,,
anatomy_general,fetuses[].anatomy[].main.required,Face/Neck,str,coded_text,No,5/5,,,,,,,,
anatomy_general,fetuses[].anatomy[].main.required,Genitalia,str,coded_text,No,5/5,,,,,,,,
anatomy_general,fetuses[].anatomy[].main.required,Head,str,coded_text,Yes,5/5,,,,,,,,
anatomy_general,fetuses[].anatomy[].main.required,Heart,str,coded_text,No,5/5,,,,,,,,
anatomy_general,fetuses[].anatomy[].main.required,Left Kidney,str,coded_text,No,5/5,,,,,,,,
anatomy_general,fetuses[].anatomy[].main.required,PCI,str,coded_text,No,5/5,,,,,,,,
anatomy_general,fetuses[].anatomy[].main.required,Placenta,str,coded_text,No,5/5,,,,,,,,
anatomy_general,fetuses[].anatomy[].main.required,Right Kidney,str,coded_text,No,5/5,,,,,,,,
anatomy_general,fetuses[].anatomy[].main.required,Spine,str,coded_text,No,5/5,,,,,,,,
anatomy_general,fetuses[].anatomy[].main.required,Stomach,str,coded_text,No,5/5,,,,,,,,
